University,Campus_Code,Code,Study_Program,Status,Level,Accreditation,Reporting_Year,Number_of_Permanent_Lecturers,Number_of_Students,Ratio,Study_Program_Area,Major_Classification
Institut Teknologi Bandung,2001,35201,Perencanaan Wilayah Dan Kota,Aktif,S1,Unggul,2019,33,597,01:18.1,teknik,
Institut Teknologi Bandung,2001,59201,Sistem dan Teknologi Informasi,Aktif,S1,Unggul,2019,12,296,01:24.7,teknik,
Institut Teknologi Bandung,2001,40201,Teknik Dirgantara,Aktif,S1,Unggul,2019,21,414,01:19.7,teknik,
Institut Teknologi Bandung,2001,20201,Teknik Elektro,Aktif,S1,Unggul,2019,39,412,01:10.6,teknik,
Institut Teknologi Bandung,2001,30201,Teknik Fisika,Aktif,S1,Unggul,2019,18,368,01:20.4,teknik,
Institut Teknologi Bandung,2001,29201,Teknik Geodesi Dan Geomatika,Aktif,S1,Unggul,2019,24,431,01:18.0,teknik,
Institut Teknologi Bandung,2001,33201,Teknik Geofisika,Aktif,S1,Unggul,2019,19,335,01:17.6,teknik,
Institut Teknologi Bandung,2001,34201,Teknik Geologi,Aktif,S1,Unggul,2019,18,371,01:20.6,teknik,
Institut Teknologi Bandung,2001,26201,Teknik Industri,Aktif,S1,Unggul,2019,25,629,01:25.2,teknik,
Institut Teknologi Bandung,2001,55201,Teknik Informatika,Aktif,S1,Unggul,2019,30,730,01:24.3,teknik,
Institut Teknologi Bandung,2001,38201,Teknik Kelautan,Aktif,S1,Unggul,2019,15,359,01:23.9,teknik,
Institut Teknologi Bandung,2001,24201,Teknik Kimia,Aktif,S1,Unggul,2019,19,498,01:26.2,teknik,
Institut Teknologi Bandung,2001,25201,Teknik Lingkungan,Aktif,S1,Unggul,2019,23,447,01:19.4,teknik,
Institut Teknologi Bandung,2001,28201,Teknik Material,Aktif,S1,Unggul,2019,10,293,01:29.3,teknik,
Institut Teknologi Bandung,2001,21201,Teknik Mesin,Aktif,S1,Unggul,2019,33,846,01:25.6,teknik,
Institut Teknologi Bandung,2001,27201,Teknik Metalurgi,Aktif,S1,Unggul,2019,10,302,01:30.2,teknik,
Institut Teknologi Bandung,2001,32201,Teknik Perminyakan,Aktif,S1,Unggul,2019,7,402,01:57.4,teknik,
Institut Teknologi Bandung,2001,31201,Teknik Pertambangan,Aktif,S1,Unggul,2019,12,383,01:31.9,teknik,
Institut Teknologi Bandung,2001,22201,Teknik Sipil,Aktif,S1,Unggul,2019,38,653,01:17.2,teknik,
Institut Teknologi Bandung,2001,20202,Teknik Telekomunikasi,Aktif,S1,Unggul,2019,14,157,01:11.2,teknik,
Institut Teknologi Bandung,2001,20203,Teknik Tenaga Listrik,Aktif,S1,Unggul,2019,8,157,01:19.6,teknik,
Universitas Brawijaya,1019,63211,Administrasi Bisnis,Aktif,S1,A,2019,40,2129,01:53.2,ekonomi,
Universitas Brawijaya,1019,63201,Administrasi Publik,Aktif,S1,A,2019,38,1503,01:39.6,sosial,
Universitas Brawijaya,1019,54201,Agribisnis,Aktif,S1,A,2019,39,1670,01:42.8,pertanian,
Universitas Brawijaya,1019,54245,Agrobisnis Perikanan,Aktif,S1,A,2019,10,658,02:05.8,pertanian,
Universitas Brawijaya,1019,54211,Agroekoteknologi,Aktif,S1,A,2019,77,2845,01:37.0,pertanian,
Universitas Brawijaya,1019,62201,Akuntansi,Aktif,S1,A,2019,33,1174,01:35.6,ekonomi,
Universitas Brawijaya,1019,23201,Arsitektur,Aktif,S1,A,2019,22,599,01:27.2,teknik,
Universitas Brawijaya,1019,46201,Biologi,Aktif,S1,A,2019,15,475,01:31.7,mipa,
Universitas Brawijaya,1019,54207,Bioteknologi,Aktif,S1,A,2019,8,369,01:46.1,mipa,
Universitas Brawijaya,1019,54243,Budidaya Perairan,Aktif,S1,A,2019,16,568,01:35.5,pertanian,
Universitas Brawijaya,1019,60202,Ekonomi Islam,Aktif,S1,A,2019,14,567,01:40.5,ekonomi,
Universitas Brawijaya,1019,60201,Ekonomi Pembangunan,Aktif,S1,A,2019,16,682,01:42.6,ekonomi,
Universitas Brawijaya,1019,61206,"Ekonomi, Keuangan dan Perbankan",Aktif,S1,A,2019,7,485,02:09.3,ekonomi,
Universitas Brawijaya,1019,45201,Fisika,Aktif,S1,A,2019,8,381,01:47.6,mipa,
Universitas Brawijaya,1019,41231,Ilmu dan Teknologi Pangan,Aktif,S1,A,2019,20,624,01:31.2,pertanian,
Universitas Brawijaya,1019,13211,Ilmu Gizi,Aktif,S1,A,2019,18,419,01:23.3,kesehatan,
Universitas Brawijaya,1019,74201,Ilmu Hukum,Aktif,S1,A,2019,58,3064,01:52.8,humaniora,
Universitas Brawijaya,1019,54241,Ilmu Kelautan,Aktif,S1,A,2019,17,641,01:37.7,teknik,
Universitas Brawijaya,1019,14201,Ilmu Keperawatan,Aktif,S1,A,2019,20,380,01:19.0,kesehatan,
Universitas Brawijaya,1019,70201,Ilmu Komunikasi,Aktif,S1,A,2019,33,1198,01:36.3,sosial,
Universitas Brawijaya,1019,65201,Ilmu Pemerintahan,Aktif,S1,A,2019,17,719,01:42.3,sosial,
Universitas Brawijaya,1019,71201,Ilmu Perpustakaan,Aktif,S1,A,2019,7,239,01:34.1,humaniora,
Universitas Brawijaya,1019,15201,Kebidanan,Aktif,S1,A,2019,12,312,01:26.0,kesehatan,
Universitas Brawijaya,1019,11201,Kedokteran,Aktif,S1,A,2019,104,952,01:09.1,kesehatan,
Universitas Brawijaya,1019,47201,Kimia,Aktif,S1,A,2019,20,524,01:26.2,mipa,
Universitas Brawijaya,1019,61201,Manajemen,Aktif,S1,A,2019,28,1196,01:42.7,ekonomi,
Universitas Brawijaya,1019,54242,Manajemen Sumber Daya Perairan,Aktif,S1,A,2019,13,581,01:44.7,teknik,
Universitas Brawijaya,1019,44201,Matematika,Aktif,S1,A,2019,17,503,01:29.6,mipa,
Universitas Brawijaya,1019,93202,Pariwisata,Aktif,S1,A,2019,6,287,01:47.8,sosial,
Universitas Brawijaya,1019,54246,Pemanfaatan Sumber Daya Perikanan,Aktif,S1,A,2019,17,600,01:35.3,pertanian,
Universitas Brawijaya,1019,83207,Pendidikan Teknologi Informasi,Aktif,S1,A,2019,11,298,01:27.1,pendidikan,
Universitas Brawijaya,1019,35201,Perencanaan Wilayah Dan Kota,Aktif,S1,A,2019,25,642,01:25.7,teknik,
Universitas Brawijaya,1019,63221,Perpajakan,Aktif,S1,A,2019,13,675,01:51.9,ekonomi,
Universitas Brawijaya,1019,54231,Peternakan,Aktif,S1,A,2019,64,2894,01:45.2,pertanian,
Universitas Brawijaya,1019,79202,Sastra Inggris,Aktif,S1,A,2019,29,546,01:18.8,humaniora,
Universitas Brawijaya,1019,79204,Sastra Jepang,Aktif,S1,A,2019,12,485,01:40.4,humaniora,
Universitas Brawijaya,1019,57201,Sistem Informasi,Aktif,S1,A,2019,15,920,02:01.3,teknik,
Universitas Brawijaya,1019,69201,Sosiologi,Aktif,S1,A,2019,21,718,01:34.2,sosial,
Universitas Brawijaya,1019,49201,Statistika,Aktif,S1,A,2019,13,535,01:41.2,mipa,
Universitas Brawijaya,1019,26201,Teknik Industri,Aktif,S1,A,2019,35,780,01:22.3,teknik,
Universitas Brawijaya,1019,25201,Teknik Lingkungan,Aktif,S1,A,2019,13,451,01:34.7,teknik,
Universitas Brawijaya,1019,21201,Teknik Mesin,Aktif,S1,A,2019,23,643,01:28.0,teknik,
Universitas Brawijaya,1019,22202,Teknik Pengairan,Aktif,S1,A,2019,24,614,01:25.6,teknik,
Universitas Brawijaya,1019,41201,Teknik Pertanian,Aktif,S1,A,2019,11,592,01:53.8,teknik,
Universitas Brawijaya,1019,22201,Teknik Sipil,Aktif,S1,A,2019,27,563,01:20.9,teknik,
Universitas Brawijaya,1019,54244,Teknologi Hasil Perikanan,Aktif,S1,A,2019,18,612,01:34.0,pertanian,
Universitas Brawijaya,1019,41211,Teknologi Industri Pertanian,Aktif,S1,A,2019,27,991,01:36.7,pertanian,
Universitas Brawijaya,1019,86204,Administrasi Pendidikan,Aktif,S1,B,2019,6,212,01:35.3,sosial,
Universitas Brawijaya,1019,82201,Antropologi,Aktif,S1,B,2019,10,250,01:25.0,humaniora,
Universitas Brawijaya,1019,79205,Bahasa dan Sastra Prancis,Aktif,S1,B,2019,9,232,01:25.8,humaniora,
Universitas Brawijaya,1019,48201,Farmasi,Aktif,S1,B,2019,11,374,01:34.0,kesehatan,
Universitas Brawijaya,1019,64201,Hubungan Internasional,Aktif,S1,B,2019,25,1063,01:42.5,sosial,
Universitas Brawijaya,1019,67201,Ilmu Politik,Aktif,S1,B,2019,20,751,01:37.6,humaniora,
Universitas Brawijaya,1019,30202,Instrumentasi,Aktif,S1,B,2019,7,211,01:30.1,teknik,
Universitas Brawijaya,1019,94202,Kewirausahaan,Aktif,S1,B,2019,6,242,01:40.3,ekonomi,
Universitas Brawijaya,1019,88203,Pendidikan Bahasa Inggris,Aktif,S1,B,2019,19,577,01:30.4,pendidikan,
Universitas Brawijaya,1019,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,S1,B,2019,14,331,01:23.6,pendidikan,
Universitas Brawijaya,1019,88205,Pendidikan Bahasa Jepang,Aktif,S1,B,2019,8,261,01:32.6,pendidikan,
Universitas Brawijaya,1019,12201,Pendidikan Dokter Gigi,Aktif,S1,B,2019,33,388,01:11.8,kesehatan,
Universitas Brawijaya,1019,54261,Pendidikan Dokter Hewan,Aktif,S1,B,2019,31,717,01:23.1,kesehatan,
Universitas Brawijaya,1019,73201,Psikologi,Aktif,S1,B,2019,30,869,01:29.0,humaniora,
Universitas Brawijaya,1019,79209,Sastra Cina,Aktif,S1,B,2019,7,255,01:36.4,humaniora,
Universitas Brawijaya,1019,90201,Seni Rupa Murni,Aktif,S1,B,2019,9,209,01:23.2,seni,
Universitas Brawijaya,1019,33201,Teknik Geofisika,Aktif,S1,B,2019,5,298,01:59.6,teknik,
Universitas Brawijaya,1019,55201,Teknik Informatika,Aktif,S1,B,2019,44,2182,01:49.6,teknik,
Universitas Brawijaya,1019,24201,Teknik Kimia,Aktif,S1,B,2019,14,351,01:25.1,teknik,
Universitas Brawijaya,1019,56201,Teknik Komputer,Aktif,S1,B,2019,11,576,01:52.4,teknik,
Universitas Brawijaya,1019,59201,Teknologi Informasi,Aktif,S1,B,2019,9,300,01:33.3,teknik,
Universitas Brawijaya,1019,25202,Teknologi Bioproses,Aktif,S1,C,2019,10,257,01:25.7,teknik,
Universitas Brawijaya,1019,54290,Agribisnis (Kampus Kota Kediri),Aktif,S1,Baik,2019,5,58,01:11.6,pertanian,
Universitas Brawijaya,1019,54212,Agroekoteknologi (Kampus Kota Kediri),Aktif,S1,Baik,2019,11,58,01:05.3,pertanian,
Universitas Brawijaya,1019,54250,Akuakultur (Kampus Kota Kediri),Aktif,S1,Baik,2019,5,55,01:11.0,pertanian,
Universitas Brawijaya,1019,94203,Ilmu Aktuaria,Aktif,S1,-,2019,-,-,-,mipa,
Universitas Brawijaya,1019,54251,Kehutanan,Aktif,S1,-,2019,-,-,-,mipa,
Universitas Brawijaya,1019,54232,Peternakan (Kampus kota Kediri),Aktif,S1,Baik,2019,13,72,01:05.5,pertanian,
Universitas Brawijaya,1019,54249,Sosial Ekonomi Perikanan (Kampus Kota Kediri),Aktif,S1,Baik,2019,5,57,01:11.4,ekonomi,
Universitas Brawijaya,1019,20201,Teknik Elektro,Aktif,S1,Unggul,2019,36,738,01:20.5,teknik,
Institut Teknologi Sepuluh November,2002,23201,Arsitektur,Aktif,S1,A,2019,23,415,01:18.0,teknik,
Institut Teknologi Sepuluh November,2002,46201,Biologi,Aktif,S1,A,2019,23,316,01:13.7,mipa,
Institut Teknologi Sepuluh November,2002,90221,Desain Interior,Aktif,S1,A,2019,14,264,01:18.9,seni,
Institut Teknologi Sepuluh November,2002,90231,Desain Produk,Aktif,S1,A,2019,18,490,01:27.2,seni,
Institut Teknologi Sepuluh November,2002,45201,Fisika,Aktif,S1,A,2019,32,372,01:11.6,mipa,
Institut Teknologi Sepuluh November,2002,47201,Kimia,Aktif,S1,A,2019,26,401,01:15.4,mipa,
Institut Teknologi Sepuluh November,2002,44201,Matematika,Aktif,S1,A,2019,32,459,01:14.3,mipa,
Institut Teknologi Sepuluh November,2002,35201,Perencanaan Wilayah Dan Kota,Aktif,S1,A,2019,23,434,01:18.9,teknik,
Institut Teknologi Sepuluh November,2002,57201,Sistem Informasi,Aktif,S1,A,2019,29,646,01:22.3,teknik,
Institut Teknologi Sepuluh November,2002,49201,Statistika,Aktif,S1,A,2019,23,462,01:20.1,mipa,
Institut Teknologi Sepuluh November,2002,11410,Teknik Biomedik,Aktif,S1,A,2019,12,229,01:19.1,teknik,
Institut Teknologi Sepuluh November,2002,20201,Teknik Elektro,Aktif,S1,A,2019,34,813,01:23.9,teknik,
Institut Teknologi Sepuluh November,2002,30201,Teknik Fisika,Aktif,S1,A,2019,22,644,01:29.3,teknik,
Institut Teknologi Sepuluh November,2002,33201,Teknik Geofisika,Aktif,S1,A,2019,11,237,01:21.6,teknik,
Institut Teknologi Sepuluh November,2002,29202,Teknik Geomatika,Aktif,S1,A,2019,17,397,01:23.4,teknik,
Institut Teknologi Sepuluh November,2002,55201,Teknik Informatika,Aktif,S1,A,2019,34,815,01:24.0,teknik,
Institut Teknologi Sepuluh November,2002,24201,Teknik Kimia,Aktif,S1,A,2019,30,701,01:23.4,teknik,
Institut Teknologi Sepuluh November,2002,90243,Teknik Komputer,Aktif,S1,A,2019,17,292,01:17.2,teknik,
Institut Teknologi Sepuluh November,2002,25201,Teknik Lingkungan,Aktif,S1,A,2019,18,463,01:25.7,teknik,
Institut Teknologi Sepuluh November,2002,28201,Teknik Material,Aktif,S1,A,2019,18,524,01:29.1,teknik,
Institut Teknologi Sepuluh November,2002,21201,Teknik Mesin,Aktif,S1,A,2019,34,918,01:27.0,teknik,
Institut Teknologi Sepuluh November,2002,36201,Teknik Perkapalan,Aktif,S1,A,2019,23,506,01:22.0,teknik,
Institut Teknologi Sepuluh November,2002,22201,Teknik Sipil,Aktif,S1,A,2019,40,681,01:17.0,teknik,
Institut Teknologi Sepuluh November,2002,61205,Manajemen Bisnis,Aktif,S1,B,2019,17,480,01:28.2,ekonomi,
Institut Teknologi Sepuluh November,2002,90241,Desain Komunikasi Visual,Aktif,S1,-,2019,14,117,01:08.4,seni,
Institut Teknologi Sepuluh November,2002,94203,Sains Aktuaria,Aktif,S1,Baik,2019,7,136,01:19.4,mipa,
Institut Teknologi Sepuluh November,2002,60201,Studi Pembangunan,Aktif,S1,-,2019,10,57,01:05.7,teknik,
Institut Teknologi Sepuluh November,2002,26201,Teknik Industri,Aktif,S1,Unggul,2019,23,779,01:33.9,teknik,
Institut Teknologi Sepuluh November,2002,38201,Teknik Kelautan,Aktif,S1,Unggul,2019,24,505,01:21.0,teknik,
Institut Teknologi Sepuluh November,2002,36202,Teknik Sistem Perkapalan,Aktif,S1,Unggul,2019,19,681,01:35.8,teknik,
Institut Teknologi Sepuluh November,2002,21207,Teknik Transportasi Laut,Aktif,S1,Unggul,2019,12,254,01:21.2,teknik,
Institut Teknologi Sepuluh November,2002,59201,Teknologi Informasi,Aktif,S1,-,2019,6,93,01:15.5,teknik,
Universitas Hasanuddin,1005,63201,Administrasi Publik,Aktif,S1,A,2019,0,0,-,sosial,
Universitas Hasanuddin,1005,54201,Agribisnis,Aktif,S1,A,2019,24,558,01:23.3,pertanian,
Universitas Hasanuddin,1005,54245,Agrobisnis Perikanan,Aktif,S1,A,2019,8,251,01:31.4,pertanian,
Universitas Hasanuddin,1005,54211,Agroteknologi,Aktif,S1,A,2019,33,1049,01:31.8,pertanian,
Universitas Hasanuddin,1005,62201,Akuntansi,Aktif,S1,A,2019,23,561,01:24.4,ekonomi,
Universitas Hasanuddin,1005,82201,Antropologi,Aktif,S1,A,2019,8,213,01:26.6,humaniora,
Universitas Hasanuddin,1005,81201,Arkeologi,Aktif,S1,A,2019,6,79,01:13.2,humaniora,
Universitas Hasanuddin,1005,23201,Arsitektur,Aktif,S1,A,2019,18,439,01:24.4,teknik,
Universitas Hasanuddin,1005,46201,Biologi,Aktif,S1,A,2019,21,244,01:11.6,mipa,
Universitas Hasanuddin,1005,54243,Budidaya Perairan,Aktif,S1,A,2019,23,307,01:13.3,pertanian,
Universitas Hasanuddin,1005,60201,Ekonomi Pembangunan,Aktif,S1,A,2019,23,493,01:21.4,ekonomi,
Universitas Hasanuddin,1005,48201,Farmasi,Aktif,S1,A,2019,21,543,01:25.9,kesehatan,
Universitas Hasanuddin,1005,45201,Fisika,Aktif,S1,A,2019,5,183,01:36.6,mipa,
Universitas Hasanuddin,1005,33201,Geofisika,Aktif,S1,A,2019,11,239,01:21.7,mipa,
Universitas Hasanuddin,1005,41231,Ilmu dan Teknologi Pangan,Aktif,S1,A,2019,10,212,01:21.2,pertanian,
Universitas Hasanuddin,1005,63201,Ilmu Administrasi Negara,Aktif,S1,A,2019,19,260,01:13.7,sosial,
Universitas Hasanuddin,1005,13211,Ilmu Gizi,Aktif,S1,A,2019,14,245,01:17.5,kesehatan,
Universitas Hasanuddin,1005,64201,Ilmu Hubungan Internasional,Aktif,S1,A,2019,22,337,01:15.3,sosial,
Universitas Hasanuddin,1005,74201,Ilmu Hukum,Aktif,S1,A,2019,46,1692,01:36.8,humaniora,
Universitas Hasanuddin,1005,54241,Ilmu Kelautan,Aktif,S1,A,2019,30,477,01:15.9,teknik,
Universitas Hasanuddin,1005,14201,Ilmu Keperawatan,Aktif,S1,A,2019,21,328,01:15.6,kesehatan,
Universitas Hasanuddin,1005,70201,Ilmu Komunikasi,Aktif,S1,A,2019,14,345,01:24.6,sosial,
Universitas Hasanuddin,1005,65201,Ilmu Pemerintahan,Aktif,S1,A,2019,9,229,01:25.4,sosial,
Universitas Hasanuddin,1005,67201,Ilmu Politik,Aktif,S1,A,2019,9,192,01:21.3,humaniora,
Universitas Hasanuddin,1005,80201,Ilmu Sejarah,Aktif,S1,A,2019,7,65,01:09.3,humaniora,
Universitas Hasanuddin,1005,11201,Kedokteran,Aktif,S1,A,2019,100,855,01:08.6,kesehatan,
Universitas Hasanuddin,1005,54251,Kehutanan,Aktif,S1,A,2019,31,713,01:23.0,mipa,
Universitas Hasanuddin,1005,13201,Kesehatan Masyarakat,Aktif,S1,A,2019,34,777,01:22.9,kesehatan,
Universitas Hasanuddin,1005,47201,Kimia,Aktif,S1,A,2019,20,274,01:13.7,mipa,
Universitas Hasanuddin,1005,61201,Manajemen,Aktif,S1,A,2019,19,624,01:32.8,ekonomi,
Universitas Hasanuddin,1005,54242,Manajemen Sumber Daya Perairan,Aktif,S1,A,2019,19,290,01:15.3,teknik,
Universitas Hasanuddin,1005,44201,Matematika,Aktif,S1,A,2019,9,179,01:19.9,mipa,
Universitas Hasanuddin,1005,54246,Pemanfaatan Sumber Daya Perikanan,Aktif,S1,A,2019,16,280,01:17.5,pertanian,
Universitas Hasanuddin,1005,12201,Pendidikan Dokter Gigi,Aktif,S1,A,2019,38,394,01:10.4,kesehatan,
Universitas Hasanuddin,1005,35201,Perencanaan Wilayah Dan Kota,Aktif,S1,A,2019,15,305,01:20.3,teknik,
Universitas Hasanuddin,1005,54231,Peternakan,Aktif,S1,A,2019,53,700,01:13.2,pertanian,
Universitas Hasanuddin,1005,73201,Psikologi,Aktif,S1,A,2019,17,296,01:17.4,humaniora,
Universitas Hasanuddin,1005,79203,Sastra Arab,Aktif,S1,A,2019,16,167,01:10.4,humaniora,
Universitas Hasanuddin,1005,79201,Sastra Indonesia,Aktif,S1,A,2019,9,198,01:22.0,humaniora,
Universitas Hasanuddin,1005,79202,Sastra Inggris,Aktif,S1,A,2019,11,361,01:32.8,humaniora,
Universitas Hasanuddin,1005,79204,Sastra Jepang,Aktif,S1,A,2019,8,173,01:21.6,humaniora,
Universitas Hasanuddin,1005,54245,Sosial Ekonomi Perikanan,Aktif,S1,A,2019,0,0,-,ekonomi,
Universitas Hasanuddin,1005,69201,Sosiologi,Aktif,S1,A,2019,19,217,01:11.4,sosial,
Universitas Hasanuddin,1005,49201,Statistika,Aktif,S1,A,2019,8,252,01:31.5,mipa,
Universitas Hasanuddin,1005,20201,Teknik Elektro,Aktif,S1,A,2019,18,349,01:19.4,teknik,
Universitas Hasanuddin,1005,34201,Teknik Geologi,Aktif,S1,A,2019,12,285,01:23.7,teknik,
Universitas Hasanuddin,1005,26201,Teknik Industri,Aktif,S1,A,2019,10,255,01:25.5,teknik,
Universitas Hasanuddin,1005,55201,Teknik Informatika,Aktif,S1,A,2019,15,349,01:23.3,teknik,
Universitas Hasanuddin,1005,38201,Teknik Kelautan,Aktif,S1,A,2019,12,178,01:14.8,teknik,
Universitas Hasanuddin,1005,25201,Teknik Lingkungan,Aktif,S1,A,2019,10,247,01:24.7,teknik,
Universitas Hasanuddin,1005,21201,Teknik Mesin,Aktif,S1,A,2019,18,382,01:21.2,teknik,
Universitas Hasanuddin,1005,36201,Teknik Perkapalan,Aktif,S1,A,2019,12,281,01:23.4,teknik,
Universitas Hasanuddin,1005,41201,Teknik Pertanian,Aktif,S1,A,2019,11,284,01:25.8,teknik,
Universitas Hasanuddin,1005,22201,Teknik Sipil,Aktif,S1,A,2019,26,494,01:19.0,teknik,
Universitas Hasanuddin,1005,36202,Teknik Sistem Perkapalan,Aktif,S1,A,2019,13,225,01:17.3,teknik,
Universitas Hasanuddin,1005,11202,Fisioterapi,Aktif,S1,B,2019,2,171,02:25.5,kesehatan,
Universitas Hasanuddin,1005,74235,Hukum Administrasi Negara,Aktif,S1,B,2019,8,402,01:50.3,humaniora,
Universitas Hasanuddin,1005,57201,Ilmu Komputer,Aktif,S1,B,2019,7,224,01:32.0,teknik,
Universitas Hasanuddin,1005,54261,Kedokteran Hewan,Aktif,S1,B,2019,17,152,01:08.9,kesehatan,
Universitas Hasanuddin,1005,79211,Sastra Daerah,Aktif,S1,B,2019,5,144,01:28.8,humaniora,
Universitas Hasanuddin,1005,79205,Sastra Perancis,Aktif,S1,B,2019,9,133,01:14.8,humaniora,
Universitas Hasanuddin,1005,31201,Teknik Pertambangan,Aktif,S1,B,2019,8,236,01:29.5,teknik,
Universitas Hasanuddin,1005,94203,Aktuaria,Aktif,S1,-,2019,3,16,01:05.3,mipa,
Universitas Hasanuddin,1005,79214,Bahasa Mandarin dan Kebudayaan Tiongkok,Aktif,S1,Baik,2019,10,40,01:04.0,humaniora,
Universitas Hasanuddin,1005,54294,Ilmu Tanah,Aktif,S1,-,2019,-,-,-,mipa,
Universitas Hasanuddin,1005,54256,Konservasi Hutan,Aktif,S1,-,2019,-,-,-,teknik,
Universitas Hasanuddin,1005,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Tutup,S1,-,2019,0,0,-,pendidikan,
Universitas Hasanuddin,1005,54252,Rekayasa Kehutanan,Aktif,S1,-,2019,-,-,-,teknik,
